"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"121",66843623,"66843623-2012-08-15",100,80,"2012-08-15","HA1",2012,"M","NotAdult",4600,1,0,0,1,0,4,0,4,0,0,1,3,0.25,4,0.8,0,5,0,6.25,0,0,2,3,0.4,6.25,0.666666666666667,0,5,0,7.5,0,0,2,3,0.4,7.5,0.692307692307692,0,7,0,10.1111111111111,0,0,2,5,0.285714285714286,10.1111111111111,0.619047619047619,2,8,0.2,16.1538461538462,2.30889426218731,0.645179462898772,2,8,0.2,16.1538461538462,0.6,2,8,0.2,16.6666666666667,2.30889426218731,0.645179462898772,2,8,0.2,16.6666666666667,0.586206896551724,3,10,0.230769230769231,22.1764705882353,3.19249100372337,1.02821748506953,4,9,0.307692307692308,22.1764705882353,0.540540540540541,3,13,0.1875,29.6,3.19249100372337,0.899881977207763,7,9,0.4375,29.6,0.511111111111111,3,13,0.1875,31.304347826087,3.19249100372337,0.899881977207763,7,9,0.4375,31.304347826087,0.510204081632653,6,17,0.260869565217391,45.08,4.16087036092332,1.32033236035388,9,14,0.391304347826087,45.08
"123",67287808,"67287808-2012-08-15",90,90,"2012-08-15","HA1",2012,"F","NotAdult",9.09090909090909,1,0,0,1,0,2,0,2,0,0,0,2,0,2,1,2,6,0.25,8,2.30889426218731,0.757487897325395,1,7,0.125,8,1,3,8,0.272727272727273,11,3.19249100372337,1.13867779130102,4,7,0.363636363636364,11,0.846153846153846,3,10,0.230769230769231,15.3636363636364,3.19249100372337,1.02821748506953,5,8,0.384615384615385,15.3636363636364,0.714285714285714,3,10,0.230769230769231,18.2,3.19249100372337,1.02821748506953,5,8,0.384615384615385,18.2,0.64,5,10,0.333333333333333,23.4375,4.0079948414466,1.52658374601958,5,10,0.333333333333333,23.4375,0.620689655172414,5,12,0.294117647058824,27.3888888888889,4.0079948414466,1.42997912178097,6,11,0.352941176470588,27.3888888888889,0.594594594594595,5,12,0.294117647058824,28.5909090909091,4.0079948414466,1.42997912178097,6,11,0.352941176470588,28.5909090909091,0.533333333333333,5,14,0.263157894736842,35.625,4.0079948414466,1.34651901074927,6,13,0.315789473684211,35.625,0.530612244897959,7,17,0.291666666666667,45.2307692307692,4.22446361815547,1.33651131323935,9,15,0.375,45.2307692307692
"125",67125021,"67125021-2012-08-15",80,20,"2012-08-15","HA1",2012,"M","Adult",0,0,0,0,1,1,0,1,1,1.34992671694902,1.34992671694902,0,1,0,1,1,2,0,1,2,4.64301632847821,3.95945169899926,0,2,0,2,1,3,3,0.5,6,4.94321817489346,3.18649573050485,0,6,0,6,1,3,10,0.230769230769231,13,4.94321817489346,2.46038260440796,0,13,0,13,1,3,11,0.214285714285714,14,4.94321817489346,2.39282255309408,0,14,0,14,1,3,13,0.1875,16,4.94321817489346,2.27225976327913,2,14,0.125,16,0.931034482758621,4,14,0.222222222222222,19.3333333333333,5.00603598890006,2.2234919103289,2,16,0.111111111111111,19.3333333333333,0.837837837837838,4,17,0.19047619047619,25.0645161290323,5.00603598890006,2.08721888808567,4,17,0.19047619047619,25.0645161290323,0.777777777777778,4,18,0.181818181818182,28.2857142857143,5.00603598890006,2.04658776561157,4,18,0.181818181818182,28.2857142857143,0.755102040816326,4,19,0.173913043478261,30.4594594594595,5.00603598890006,2.00799042006609,4,19,0.173913043478261,30.4594594594595
"126",49811771,"49811771-2012-08-28",40,0,"2012-08-28","HA1",2012,"F","Adult",0,0,1,1.31578947368421,1,0,0,0,0,0,0,0,0,0,0,0.8,0,2,0,2.5,0,0,0,2,0,2.5,0.666666666666667,0,5,0,7.5,0,0,0,5,0,7.5,0.692307692307692,0,8,0,11.5555555555556,0,0,0,8,0,11.5555555555556,0.619047619047619,0,9,0,14.5384615384615,0,0,0,9,0,14.5384615384615,0.6,1,11,0.0833333333333333,20,1.73186132764699,0.327573401479083,1,11,0.0833333333333333,20,0.620689655172414,2,13,0.133333333333333,24.1666666666667,4.66014275006584,2.07653033147238,1,14,0.0666666666666667,24.1666666666667,0.594594594594595,2,14,0.125,26.9090909090909,4.66014275006584,2.02031470750299,1,15,0.0625,26.9090909090909,0.577777777777778,2,17,0.105263157894737,32.8846153846154,4.66014275006584,1.87302541864434,1,18,0.0526315789473684,32.8846153846154,0.591836734693878,3,31,0.0882352941176471,57.448275862069,4.68682671980041,1.4259978879024,3,31,0.0882352941176471,57.448275862069
"128",79797834,"79797834-2012-08-28",60,80,"2012-08-28","HA1",2012,"F","NotAdult",540,1,0,0,1,1,0,1,1,3.00315149147602,3.00315149147602,0,1,0,1,1,2,1,0.666666666666667,3,3.53906333810812,2.49690796877362,2,1,0.666666666666667,3,1,2,3,0.4,5,3.53906333810812,2.03952149590459,3,2,0.6,5,1,3,8,0.272727272727273,11,3.65442197479385,1.4866573895358,5,6,0.454545454545455,11,1,4,10,0.285714285714286,14,3.77754185703596,1.39886621583972,5,9,0.357142857142857,14,1,4,12,0.25,16,3.77754185703596,1.29999525161703,6,10,0.375,16,0.96551724137931,5,13,0.277777777777778,18.6428571428571,3.96649939143552,1.35525332635763,7,11,0.388888888888889,18.6428571428571,0.918918918918919,5,18,0.217391304347826,25.0294117647059,3.96649939143552,1.17931534016454,9,14,0.391304347826087,25.0294117647059,0.888888888888889,5,22,0.185185185185185,30.375,3.96649939143552,1.07106822476056,11,16,0.407407407407407,30.375,0.877551020408163,7,30,0.189189189189189,42.1627906976744,4.46464624343144,1.20037406168908,13,24,0.351351351351351,42.1627906976744
"129",79618812,"79618812-2012-08-28",90,70,"2012-08-28","HA1",2012,"M","Adult",4400,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,6,0,6,0,0,2,4,0.333333333333333,6,1,0,7,0,7,0,0,3,4,0.428571428571429,7,0.923076923076923,0,13,0,14.0833333333333,0,0,7,6,0.538461538461538,14.0833333333333,0.857142857142857,2,14,0.125,18.6666666666667,3.19362461473283,0.900583602668798,9,7,0.5625,18.6666666666667,0.8,2,15,0.117647058823529,21.25,3.19362461473283,0.865037644148854,9,8,0.529411764705882,21.25,0.793103448275862,3,16,0.157894736842105,23.9565217391304,3.38235139018336,0.915024973579245,9,10,0.473684210526316,23.9565217391304,0.783783783783784,4,19,0.173913043478261,29.3448275862069,3.8833940948365,1.12137799380548,11,12,0.478260869565217,29.3448275862069,0.733333333333333,4,20,0.166666666666667,32.7272727272727,3.8833940948365,1.09288551481865,11,13,0.458333333333333,32.7272727272727,0.714285714285714,6,27,0.181818181818182,46.2,4.01919922915212,0.976918432291302,13,20,0.393939393939394,46.2
"131",79779379,"79779379-2012-08-28",100,20,"2012-08-28","HA1",2012,"M","Adult",0,0,0,0,1,1,6,0.142857142857143,7,3.62069794169787,1.82371106903466,1,6,0.142857142857143,7,0.8,1,7,0.125,10,3.62069794169787,1.71297859137494,1,7,0.125,10,0.666666666666667,1,8,0.111111111111111,13.5,3.62069794169787,1.61748624561693,1,8,0.111111111111111,13.5,0.692307692307692,2,10,0.166666666666667,17.3333333333333,3.69438375811952,1.45123864408084,1,11,0.0833333333333333,17.3333333333333,0.619047619047619,2,13,0.133333333333333,24.2307692307692,3.69438375811952,1.28501401432906,1,14,0.0666666666666667,24.2307692307692,0.6,2,13,0.133333333333333,25,3.69438375811952,1.28501401432906,1,14,0.0666666666666667,25,0.586206896551724,3,13,0.1875,27.2941176470588,4.94321817489346,2.27225976327913,1,15,0.0625,27.2941176470588,0.540540540540541,3,16,0.157894736842105,35.15,4.94321817489346,2.11955241533428,3,16,0.157894736842105,35.15,0.511111111111111,3,16,0.157894736842105,37.1739130434783,4.94321817489346,2.11955241533428,3,16,0.157894736842105,37.1739130434783,0.510204081632653,4,22,0.153846153846154,50.96,5.00603598890006,1.90274847084302,4,22,0.153846153846154,50.96
"132",79770603,"79770603-2012-08-29",30,90,"2012-08-29","HA1",2012,"M","NotAdult",0,0,0,0,1,0,2,0,2,0,0,1,1,0.5,2,1,0,2,0,2,0,0,1,1,0.5,2,1,0,4,0,4,0,0,2,2,0.5,4,0.923076923076923,1,7,0.125,8.66666666666667,1.65068087096815,0.422856850820034,2,6,0.25,8.66666666666667,0.857142857142857,3,9,0.25,14,4.85351606812494,2.45093558632565,4,8,0.333333333333333,14,0.8,4,10,0.285714285714286,17.5,4.99273782200629,2.43823461870127,4,10,0.285714285714286,17.5,0.793103448275862,4,14,0.222222222222222,22.695652173913,4.99273782200629,2.2115611945712,6,12,0.333333333333333,22.695652173913,0.783783783783784,5,16,0.238095238095238,26.7931034482759,5.01587180181243,2.09589786864917,7,14,0.333333333333333,26.7931034482759,0.733333333333333,8,17,0.32,34.0909090909091,5.29412940780056,2.18903181794478,9,16,0.36,34.0909090909091,0.714285714285714,9,28,0.243243243243243,51.8,5.52456434895563,2.04778721704723,12,25,0.324324324324324,51.8
"134",79771081,"79771081-2012-08-29",40,100,"2012-08-29","HA1",2012,"F","NotAdult",0,0,0,0,1,1,2,0.333333333333333,3,1.65068087096815,0.876929657993575,1,2,0.333333333333333,3,0.8,1,2,0.333333333333333,3.75,1.65068087096815,0.876929657993575,1,2,0.333333333333333,3.75,0.666666666666667,1,4,0.2,7.5,1.65068087096815,0.610909082322974,2,3,0.4,7.5,0.692307692307692,2,5,0.285714285714286,10.1111111111111,3.19292037716321,1.46719809863825,2,5,0.285714285714286,10.1111111111111,0.619047619047619,2,6,0.25,12.9230769230769,3.19292037716321,1.36607451354075,3,5,0.375,12.9230769230769,0.6,2,8,0.2,16.6666666666667,3.19292037716321,1.20475637183678,4,6,0.4,16.6666666666667,0.620689655172414,3,11,0.214285714285714,22.5555555555556,3.65442197479385,1.30533947866092,7,7,0.5,22.5555555555556,0.594594594594595,3,13,0.1875,26.9090909090909,3.65442197479385,1.20980284105678,7,9,0.4375,26.9090909090909,0.577777777777778,4,14,0.222222222222222,31.1538461538462,3.77754185703596,1.2157114347386,7,11,0.388888888888889,31.1538461538462,0.591836734693878,7,25,0.21875,54.0689655172414,5.13660130144969,1.83824808683436,11,21,0.34375,54.0689655172414
"136",79774854,"79774854-2012-08-29",50,50,"2012-08-29","HA1",2012,"F","Adult",240,1,0,0,1,0,6,0,6,0,0,2,4,0.333333333333333,6,1,0,6,0,6,0,0,2,4,0.333333333333333,6,1,3,6,0.333333333333333,9,3.78831335110212,1.75750954618498,2,7,0.222222222222222,9,1,3,8,0.272727272727273,11,3.78831335110212,1.59445012146861,2,9,0.181818181818182,11,1,3,9,0.25,12,3.78831335110212,1.52572686847313,2,10,0.166666666666667,12,1,3,15,0.166666666666667,18,3.78831335110212,1.22347829895019,4,14,0.222222222222222,18,1,3,17,0.15,20,3.78831335110212,1.15028429921243,5,15,0.25,20,1,4,19,0.173913043478261,23,3.85097621658967,1.0991767820503,5,18,0.217391304347826,23,1,4,20,0.166666666666667,24,3.85097621658967,1.0709978431356,5,19,0.208333333333333,24,1,12,46,0.206896551724138,58,5.89364528811092,1.9791569980751,14,44,0.241379310344828,58
"138",66878865,"66878865-2012-08-29",100,80,"2012-08-29","HA1",2012,"M","Adult",4,1,0,0,1,0,7,0,7,0,0,3,4,0.428571428571429,7,0.8,0,9,0,11.25,0,0,5,4,0.555555555555556,11.25,0.666666666666667,0,9,0,13.5,0,0,5,4,0.555555555555556,13.5,0.692307692307692,0,12,0,17.3333333333333,0,0,6,6,0.5,17.3333333333333,0.619047619047619,1,14,0.0666666666666667,24.2307692307692,1.80225274494389,0.29084163274215,6,9,0.4,24.2307692307692,0.6,1,14,0.0666666666666667,25,1.80225274494389,0.29084163274215,6,9,0.4,25,0.586206896551724,2,15,0.117647058823529,29,3.01303203722766,0.759953498474846,8,9,0.470588235294118,29,0.540540540540541,2,20,0.0909090909090909,40.7,3.01303203722766,0.631005915221265,11,11,0.5,40.7,0.511111111111111,2,21,0.0869565217391304,45,3.01303203722766,0.610450720240366,12,11,0.521739130434783,45,0.510204081632653,4,26,0.133333333333333,58.8,3.8833940948365,0.950226358478712,14,16,0.466666666666667,58.8
"141",79638791,"79638791-2012-08-30",90,80,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,1,9,0.1,10,1.441210118716,0.279584862219161,6,4,0.6,10,1,1,12,0.0769230769230769,13,1.441210118716,0.221653608153056,8,5,0.615384615384615,13,1,1,14,0.0666666666666667,15,1.441210118716,0.194788325559084,9,6,0.6,15,0.923076923076923,3,19,0.136363636363636,23.8333333333333,3.16017884870264,0.706126490002122,11,11,0.5,23.8333333333333,0.857142857142857,3,22,0.12,29.1666666666667,3.16017884870264,0.643427634056435,12,13,0.48,29.1666666666667,0.8,3,23,0.115384615384615,32.5,3.16017884870264,0.625008584389802,13,13,0.5,32.5,0.758620689655172,4,25,0.137931034482759,38.2272727272727,3.75475492598088,0.891485585337594,15,14,0.517241379310345,38.2272727272727,0.702702702702703,5,27,0.15625,45.5384615384615,3.9476730655669,0.950869161496679,16,16,0.5,45.5384615384615,0.644444444444444,5,28,0.151515151515152,51.2068965517241,3.9476730655669,0.932100336904935,16,17,0.484848484848485,51.2068965517241,0.63265306122449,7,33,0.175,63.2258064516129,4.06875662967065,0.890810857905798,18,22,0.45,63.2258064516129
"143",66808052,"66808052-2012-08-30",60,20,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,0,2,0,2,0,0,0,2,0,2,1,1,2,0.333333333333333,3,4.61512051684126,3.53611669956153,0,3,0,3,1,1,4,0.2,5,4.61512051684126,3.04452243772342,0,5,0,5,1,2,12,0.142857142857143,14,4.64301632847821,2.12189485793218,1,13,0.0714285714285714,14,1,3,15,0.166666666666667,18,4.65560596996151,1.91506576128486,1,17,0.0555555555555556,18,1,3,17,0.15,20,4.65560596996151,1.82594293604915,2,18,0.1,20,0.96551724137931,4,23,0.148148148148148,27.9642857142857,4.73851017273587,1.64768836459291,4,23,0.148148148148148,27.9642857142857,0.918918918918919,4,27,0.129032258064516,33.7352941176471,4.73851017273587,1.53765665069652,7,24,0.225806451612903,33.7352941176471,0.888888888888889,5,32,0.135135135135135,41.625,5.01480975413699,1.61819661994078,8,29,0.216216216216216,41.625,0.877551020408163,7,47,0.12962962962963,61.5348837209302,5.21883243220322,1.4821026780971,10,44,0.185185185185185,61.5348837209302
"147",67125021,"67125021-2012-08-29",100,40,"2012-08-29","HA1",2012,"M","Adult",0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.8,0,2,0,2.5,0,0,0,2,0,2.5,0.666666666666667,1,5,0.166666666666667,9,3.62069794169787,1.95453089209922,1,5,0.166666666666667,9,0.692307692307692,2,7,0.222222222222222,13,3.69438375811952,1.67856545498718,3,6,0.333333333333333,13,0.619047619047619,2,9,0.181818181818182,17.7692307692308,3.69438375811952,1.51853359695524,3,8,0.272727272727273,17.7692307692308,0.6,2,12,0.142857142857143,23.3333333333333,3.69438375811952,1.3353915773299,3,11,0.214285714285714,23.3333333333333,0.620689655172414,3,13,0.1875,25.7777777777778,3.89816113837812,1.39115267027097,4,12,0.25,25.7777777777778,0.594594594594595,3,16,0.157894736842105,31.9545454545455,3.89816113837812,1.26489491716958,4,15,0.210526315789474,31.9545454545455,0.577777777777778,3,20,0.130434782608696,39.8076923076923,3.89816113837812,1.13156602949604,6,17,0.260869565217391,39.8076923076923,0.591836734693878,4,33,0.108108108108108,62.5172413793103,5.00603598890006,1.61112129643267,9,28,0.243243243243243,62.5172413793103
"150",66810301,"66810301-2012-08-30",10,100,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,0.8,0,5,0,6.25,0,0,2,3,0.4,6.25,0.666666666666667,0,8,0,12,0,0,3,5,0.375,12,0.615384615384615,0,11,0,17.875,0,0,3,8,0.272727272727273,17.875,0.523809523809524,0,11,0,21,0,0,3,8,0.272727272727273,21,0.48,2,14,0.125,33.3333333333333,4.82011863281445,2.16173986205344,5,11,0.3125,33.3333333333333,0.482758620689655,2,16,0.111111111111111,37.2857142857143,4.82011863281445,2.05824484547789,5,13,0.277777777777778,37.2857142857143,0.459459459459459,2,16,0.111111111111111,39.1764705882353,4.82011863281445,2.05824484547789,5,13,0.277777777777778,39.1764705882353,0.422222222222222,5,18,0.217391304347826,54.4736842105263,4.89856801646151,1.91498734274472,6,17,0.260869565217391,54.4736842105263,0.428571428571429,5,23,0.178571428571429,65.3333333333333,4.89856801646151,1.74980598505718,7,21,0.25,65.3333333333333
"152",79623797,"79623797-2012-08-30",10,40,"2012-08-30","HA1",2012,"M","Adult",872.222222222222,1,0,0,1,0,6,0,6,0,0,1,5,0.166666666666667,6,1,1,8,0.111111111111111,9,3.96296139813587,1.9072832175921,1,8,0.111111111111111,9,1,2,9,0.181818181818182,11,4.02644357812116,1.79268599574667,2,9,0.181818181818182,11,0.923076923076923,4,14,0.222222222222222,19.5,4.50149811276192,1.78387745220296,2,16,0.111111111111111,19.5,0.857142857142857,4,15,0.210526315789474,22.1666666666667,4.50149811276192,1.73909948121807,2,17,0.105263157894737,22.1666666666667,0.8,6,18,0.25,30,5.36191115793731,2.28633665823995,4,20,0.166666666666667,30,0.793103448275862,6,28,0.176470588235294,42.8695652173913,5.36191115793731,1.97950699024969,6,28,0.176470588235294,42.8695652173913,0.783783783783784,6,31,0.162162162162162,47.2068965517241,5.36191115793731,1.90706450688588,7,30,0.189189189189189,47.2068965517241,0.733333333333333,7,38,0.155555555555556,61.3636363636364,5.38349937895436,1.76085361351634,9,36,0.2,61.3636363636364,0.73469387755102,8,46,0.148148148148148,73.5,5.38952294500345,1.61718133028147,11,43,0.203703703703704,73.5
"154",67007587,"67007587-2012-08-30",10,70,"2012-08-30","HA1",2012,"M","Adult",850,1,0,0,1,3,6,0.333333333333333,9,4.84755207868867,2.71121610169331,3,6,0.333333333333333,9,1,3,9,0.25,12,4.84755207868867,2.44544421850339,3,9,0.25,12,1,3,12,0.2,15,4.84755207868867,2.24374107467509,4,11,0.266666666666667,15,0.923076923076923,4,16,0.2,21.6666666666667,5.18761470180785,2.29274169061557,5,15,0.25,21.6666666666667,0.857142857142857,6,17,0.260869565217391,26.8333333333333,5.36191115793731,2.32465235848735,5,18,0.217391304347826,26.8333333333333,0.8,6,18,0.25,30,5.36191115793731,2.28633665823995,5,19,0.208333333333333,30,0.793103448275862,6,19,0.24,31.5217391304348,5.36191115793731,2.2497406431702,5,20,0.2,31.5217391304348,0.783783783783784,6,23,0.206896551724138,37,5.36191115793731,2.11804819929128,7,22,0.241379310344828,37,0.733333333333333,6,27,0.181818181818182,45,5.36191115793731,2.00528881509229,8,25,0.242424242424242,45,0.714285714285714,8,37,0.177777777777778,63,5.39272454271188,1.76853416697971,10,35,0.222222222222222,63
"155",79797893,"79797893-2012-08-30",0,30,"2012-08-30","HA1",2012,"M","Adult",0,0,0,0,1,0,5,0,5,0,0,1,4,0.2,5,0.8,0,6,0,7.5,0,0,1,5,0.166666666666667,7.5,0.666666666666667,1,8,0.111111111111111,13.5,3.96296139813587,1.9072832175921,1,8,0.111111111111111,13.5,0.692307692307692,1,12,0.0769230769230769,18.7777777777778,3.96296139813587,1.60346477371914,1,12,0.0769230769230769,18.7777777777778,0.619047619047619,1,17,0.0555555555555556,29.0769230769231,3.96296139813587,1.35257818343677,2,16,0.111111111111111,29.0769230769231,0.6,1,19,0.05,33.3333333333333,3.96296139813587,1.27554299682719,2,18,0.1,33.3333333333333,0.620689655172414,3,23,0.115384615384615,41.8888888888889,4.10614700323896,1.19290028979889,4,22,0.153846153846154,41.8888888888889,0.594594594594595,5,28,0.151515151515152,55.5,4.55180370160002,1.34612911876857,5,28,0.151515151515152,55.5,0.577777777777778,5,30,0.142857142857143,60.5769230769231,4.55180370160002,1.3029379923086,5,30,0.142857142857143,60.5769230769231,0.571428571428571,8,36,0.181818181818182,77,5.38952294500345,1.78453204459267,8,36,0.181818181818182,77
"157",79788371,"79788371-2012-09-11",10,0,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,0,5,0,5,0,0,1,4,0.2,5,0.8,0,7,0,8.75,0,0,2,5,0.285714285714286,8.75,0.666666666666667,0,9,0,13.5,0,0,2,7,0.222222222222222,13.5,0.615384615384615,0,11,0,17.875,0,0,3,8,0.272727272727273,17.875,0.523809523809524,0,14,0,26.7272727272727,0,0,3,11,0.214285714285714,26.7272727272727,0.48,1,15,0.0625,33.3333333333333,0.83975065475182,0.0790300493591501,3,13,0.1875,33.3333333333333,0.482758620689655,1,16,0.0588235294117647,35.2142857142857,0.83975065475182,0.0745501565518178,3,14,0.176470588235294,35.2142857142857,0.459459459459459,1,17,0.0555555555555556,39.1764705882353,0.83975065475182,0.070551110991965,3,15,0.166666666666667,39.1764705882353,0.422222222222222,1,20,0.0476190476190476,49.7368421052632,0.83975065475182,0.0607720383420942,4,17,0.19047619047619,49.7368421052632,0.428571428571429,2,24,0.0769230769230769,60.6666666666667,1.71228253243241,0.160993017289617,4,22,0.153846153846154,60.6666666666667
"160",49811771,"49811771-2012-09-11",20,50,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,2,2,0.5,4,3.55794209666646,2.25368128600388,0,4,0,4,1,3,6,0.333333333333333,9,3.65167551468211,1.64307006755643,1,8,0.111111111111111,9,1,3,8,0.272727272727273,11,3.65167551468211,1.48447613611432,2,9,0.181818181818182,11,1,6,14,0.3,20,5.17560494192773,2.28189041936151,5,15,0.25,20,1,6,17,0.260869565217391,23,5.17560494192773,2.15732606085508,5,18,0.217391304347826,23,1,6,20,0.230769230769231,26,5.17560494192773,2.04969380941384,6,20,0.230769230769231,26,0.96551724137931,6,28,0.176470588235294,35.2142857142857,5.17560494192773,1.82028784507154,7,27,0.205882352941176,35.2142857142857,0.918918918918919,7,29,0.194444444444444,39.1764705882353,5.19367550797769,1.78772079125937,7,29,0.194444444444444,39.1764705882353,0.888888888888889,7,31,0.184210526315789,42.75,5.19367550797769,1.74290735141785,8,30,0.210526315789474,42.75,0.877551020408163,7,46,0.132075471698113,60.3953488372093,5.19367550797769,1.47700308178995,14,39,0.264150943396226,60.3953488372093
"161",79797359,"79797359-2012-09-11",20,50,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,2,2,0.5,4,3.55794209666646,2.25368128600388,0,4,0,4,1,3,6,0.333333333333333,9,3.65167551468211,1.64307006755643,1,8,0.111111111111111,9,1,3,8,0.272727272727273,11,3.65167551468211,1.48447613611432,2,9,0.181818181818182,11,1,6,14,0.3,20,5.17560494192773,2.28189041936151,5,15,0.25,20,1,6,17,0.260869565217391,23,5.17560494192773,2.15732606085508,5,18,0.217391304347826,23,1,6,20,0.230769230769231,26,5.17560494192773,2.04969380941384,6,20,0.230769230769231,26,0.96551724137931,6,28,0.176470588235294,35.2142857142857,5.17560494192773,1.82028784507154,7,27,0.205882352941176,35.2142857142857,0.918918918918919,7,29,0.194444444444444,39.1764705882353,5.19367550797769,1.78772079125937,7,29,0.194444444444444,39.1764705882353,0.888888888888889,7,31,0.184210526315789,42.75,5.19367550797769,1.74290735141785,8,30,0.210526315789474,42.75,0.877551020408163,7,46,0.132075471698113,60.3953488372093,5.19367550797769,1.47700308178995,14,39,0.264150943396226,60.3953488372093
"163",79797266,"79797266-2012-09-11",20,30,"2012-09-11","HA1",2012,"F","NotAdult",0,0,0,0,1,0,3,0,3,0,0,0,3,0,3,1,0,9,0,9,0,0,1,8,0.111111111111111,9,1,0,14,0,14,0,0,2,12,0.142857142857143,14,1,2,18,0.1,20,3.55794209666646,0.994933859193268,3,17,0.15,20,1,2,19,0.0952380952380952,21,3.55794209666646,0.964462275547521,4,17,0.19047619047619,21,1,3,20,0.130434782608696,23,3.64588623811718,0.964115055733059,4,19,0.173913043478261,23,0.96551724137931,4,29,0.121212121212121,34.1785714285714,3.73205846240373,0.804376686378824,6,27,0.181818181818182,34.1785714285714,0.918918918918919,6,32,0.157894736842105,41.3529411764706,4.06843506234902,0.921177679301328,7,31,0.184210526315789,41.3529411764706,0.888888888888889,6,33,0.153846153846154,43.875,4.06843506234902,0.905622709957941,7,32,0.179487179487179,43.875,0.857142857142857,8,38,0.173913043478261,53.6666666666667,5.2009536480104,1.59386155113156,10,36,0.217391304347826,53.6666666666667
"164",67091302,"67091302-2012-09-11",20,20,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,0,6,0,6,0,0,1,5,0.166666666666667,6,1,0,10,0,10,0,0,2,8,0.2,10,1,0,11,0,11,0,0,2,9,0.181818181818182,11,1,0,20,0,20,0,0,4,16,0.2,20,1,1,22,0.0434782608695652,23,0.83975065475182,0.0556316959861486,4,19,0.173913043478261,23,1,1,24,0.04,25,0.83975065475182,0.0512932943875505,4,21,0.16,25,0.931034482758621,4,25,0.137931034482759,31.1481481481481,3.67964961530324,0.846792880929288,4,25,0.137931034482759,31.1481481481481,0.837837837837838,4,29,0.121212121212121,39.3870967741936,3.67964961530324,0.775041390155342,6,27,0.181818181818182,39.3870967741936,0.777777777777778,4,30,0.117647058823529,43.7142857142857,3.67964961530324,0.759052024510494,6,28,0.176470588235294,43.7142857142857,0.755102040816326,6,34,0.15,52.972972972973,4.06843506234902,0.890617950770162,7,33,0.175,52.972972972973
